Name,Discipline,Affiliation,Qualifition
Dr. Zahid Akram,Agricultural Sciences,"Pir Mehr Ali Shah (PMAS) Arid Agriculture University, Rawalpindi",Ph.D.
Dr. Zammurad Iqbal Ahmed,Agricultural Sciences,"Pir Mehr Ali Shah (PMAS) Arid Agriculture University, Rawalpindi",Ph.D.
Zia-Ur-Rehman Mashwani,Biological Sciences,"Pir Mehr Ali Shah (PMAS) Arid Agriculture University, Rawalpindi",M.Phil
Dr. Rabia Khalid,Biological Sciences,"Pir Mehr Ali Shah (PMAS) Arid Agriculture University, Sub Campus Attock",
Dr. Fayyaz Chaudhary,Biological Sciences,"Preston Institute of Nano Science and Technology (PINSAT), Preston University, Islamabad",
Dr. Javed Iqbal Akhter,Physics,"Preston Institute of Nano Science and Technology (PINSAT), Preston University, Islamabad",
Dr. Muhammad Javed Iqbal,Chemical Sciences,"Preston Institute of Nano Science and Technology (PINSAT), Preston University, Islamabad",
Dr. Noor Butt,Physics,"Preston Institute of Nano Science and Technology (PINSAT), Preston University, Islamabad",Ph.D.
Dr. Muhammad Akhter,Agricultural Sciences,"Punjab Department of Agriculture, Muridke",
Muhammad Saeed,Agricultural Sciences,"Punjab Department of Agriculture, Sahiwal",
Dr. Asrah Nawaz,Health Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MBBS
Dilber Lqbal,Health Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MS
Dr. Farkhanda Gillani,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MBBS
Dr. Muhammad Babar Imran,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",Ph.D.
Muhammad Lqbal,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MS
Dr. Muhammad Saeed Akhtar,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",Ph.D.
Muhammad Shahbaz,Health Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MS
Dr. Muhammad Shahzad Afzal,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MBBS
Nayyar Rubab,Physics,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MS
Dr. Rubina Tabassum Siddiqui,Biological Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",Ph.D.
Dr. Saira Zafar,Health Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",MBBS
Dr. Tania Jabbar,Chemical Sciences,"Punjab Institute of Nuclear Medicine (PINUM), Faisalabad",Ph.D.
Abdul Razaq,Social Sciences,"Punjab Institute of Nuclear Medicines (PINUM), Faisalabad",Mphil
Dr. Kamran Abid,Information Technology,"Punjab University College of Information Technology (PUCIT), Lahore",Ph.D.
Dr. Abdul Aleem Jamali,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Abdul Hanan,Social Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Aslam Pervez Memon,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Assadullah,Information Technology,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",MS
Dr. Ghulam Mustafa Bhutto,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Javed Ahmed Laghari,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Kelash Kanwar,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Kishan Chand Mukwana,Environmental Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Muhammad Usman Keerio,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Nadeem Naeem,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Noor Muhammad Memon,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Shakeel Ahmed Kamboh,Mathematics & Statistics,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Suhail Khokhar,Engineering Sciences,"Qaid-e-Awam University of Engineering Science & Technology(QUEST), Nawabshah",Ph.D.
Dr. Abdul Ahad Abro,Health Sciences,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Engr Saeed Ahmed,Information Technology,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Muhammad Aqil Qansari,Information Technology,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Muhammad Tariq Bhatti,Social Sciences,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Noorul Hassan Zardari,biological Sciences,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Shahid Hussain,Engineering Sciences,"Quaid-e-Awam University of Engineering Science & Technology(QUEST), Larkana",Ph.D.
Dr. Haroon Ur Rashid,Health Sciences,"Quaid-e-Azam Medical College Bahawalpur,",MBBS
Dr. Aamer Ali Shah,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Aamer Saeed Bhatti,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D
Dr. Aamir Ali,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Abbas Hassan,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Abdul Hameed Toor,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Abdul Haq,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Abdul Qudus Abbasi,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Abdul Samad Mumtaz,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Abdul Waseem Siddiqui,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Abida Farooqi,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Abida Sadaf,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Adnan Saeed Butt,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Afzal Shah,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Ahmad Kamran Malik,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Ahsan Ullah,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Allahditta Ulfat Jafri,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Amin Badshah,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Amir Abbasi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Amir Waseem,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Andleeb Zafar,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Aneesa Sultan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Anjum Shahzad,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Aqeel Abbas,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Arif Mumtaz,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Arsalan Aziz,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Arshad Majid Mirza,Physics,"Quaid-e-Azam University (QAU), Islamabad","Post-Doc, Ph.D."
Dr. Asghar Abbas,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Asif Ali,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Asif Jamal,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Atif Kamal,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Azhar Abbas Rizvi,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Azhar Hussain,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Azhar Iqbal,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Babur M. Mirza,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Bilal Abbasi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Bushra Mirza,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Faizan Ullah,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Fakhar-Ud-Din,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Farhan Saif,Physics,"Quaid-e-Azam University (QAU), Islamabad","Post-Doc, Ph.D."
Farhat Abbas,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Farhat Majeed,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",M. Phil.
Dr. Fariha Hasan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Farzana Latif Ansari,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Ghulam Hassnain Jaffari,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Ghulam Husnain,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Ghulam Yaseen,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Gul Majid Khan,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Gul Rahman,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Gul Shahnaz,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Gulraiz Akhter,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Hasan Mahmood,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Hazrat Hussain,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Dr.-Ing
Dr. Humaira M Siddiqui,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Humaira Siddiqi,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Hussain Mustatab Wahedi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Ihsan Ul Haq,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Ijaz Hussain,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Imdad Ullah,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Imran Majeed,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Imrana Ashraf,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Imtiaz-Ud-Din,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Iram Murtaza,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Irfan Zia Qureshi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Irum Naz,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Ishaq Ahmad,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Ismat Naeem,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Izza Nasrullah,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Jabir Hussain Syed,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Jamil Siddiq,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Jamshaid Rashid,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Javaria Qazi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Javed Iqbal Saggu,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Javid H Zaidi,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Javid Shabbir,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Kashif Sabeeh,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Khalid Saifullah,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Khurram Gulzar Rana,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",MS
Dr. M Moazzam Naseer,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. M. Farman,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. M. Naeem A. Bhatti,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. M. Yousaf Shad,Social Sciences,"Quaid-e-Azam University (QAU), Islamabad",Post-Doc
Madiha Haider Syed,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",MS
Dr. Mahtab Ahmad,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Malik Muhammad Yousaf,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Mansoor-Ur-Rehman,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Manzoor Khan,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Mariam Anees,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mashooda Hasan Chishti,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Masood Khan,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Mazhar Iqbal,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mazhar Tiwana,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mir Ajab Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mohammad Siddiq,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mohammad Tahir Waheed,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mona Lisa,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Ajmal,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Muhammad Ali,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Muhammad Ali Nawaz,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Ansar,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Aqeel Ashraf,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Aqueel Ashraf,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Arif Nadeem,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Arshad Fiaz,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Aslam,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Aslam Baig,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Ayub,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Gulraiz Akhter,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Muhammad Ijaz Khan,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Ilyas Sarwar,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Imran,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Ishaq,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Ishtiaq Ali,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Jamil Aslam,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Khalid Alamgir,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Khalid Khan,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Khawar Rauf,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Moazzam Naseer,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Naeem,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Nazim Tufail,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Muhammad Pukhtoon Zada Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Muhammad Qasim,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Muhammad Ramzan,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Ramzan Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Rashid Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Sadiq,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Muhammad Saleem,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Shabir,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Shafiq,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Shahab,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Shahid Ansari,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Siddiq,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Usman,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Usman Khan,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Muhammad Waqas,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Yousaf Malik,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Zafar,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Muhammad Zakaullah,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Muhammad Zia,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Mumtaz Muhammad Shah,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Munir H. Shah,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Musarat Abbas,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Mushtaq Ahmad,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Naeem Ali,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Naeem Asghar,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",Mphil
Naeem Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Naimat Ullah,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Naveed Ahmed,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Naveed Kausar Janjua,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad","Post-Doc, Ph.D."
Dr. Naveeda Akhtar Qureshi,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Nawazish Ali Khan,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Qaisar Abbas Naqvi,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Qaisar Mukhtar,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Qurratul-Ain Minhas,Engineering Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Rabaab Zahra,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Raheel Ali,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Ramesh Kumar,Health Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Rani Faryal,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Riffat Naseem Malik,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Rizwan Ahmed,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Rumana Qureshi,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D
Dr. S. K. Hasanain,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Sabika Firasat,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Sadaf Nawaz,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Saeed Ahmed,Physics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Saeeda Munir,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Safdar Abbas Khan,Information Technology,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Safeer Ahmed,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Safia Ahmed,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Saima Kalsoom,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Sajid Ali,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Sajid Malik,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Sajid Qayyum,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Sajid Rashid,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Sajjad Hussain Bhatti,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Samina Nazir,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Samina Shakeel,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Saqib Ali,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D
Dr. Sarwat Jahan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Shagufta Zulfiqar,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Shahid Farooq,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Shahid Hameed,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D
Shahid Iqbal,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",M.Phil
Dr. Shahid Saeed Qureshi,Chemical Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Shamona Fawad Qazi,Physics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Shazia Asim,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Shazia Sultana,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Shujaul Mulk Khan,Biological Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Dr. Sohail Nadeem,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",Ph.D.
Dr. Sohail Yousaf,Earth Sciences,"Quaid-e-Azam University (QAU), Islamabad",
Sumaira Jabeen,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
Sumaira Qayyum,Mathematics & Statistics,"Quaid-e-Azam University (QAU), Islamabad",
